,H0_Seed167,H1_Seed168,H2_Seed169,H3_Seed170,H4_Seed171,H5_Seed172,H6_Seed173,H7_Seed174,H8_Seed175,H9_Seed176
40,0.000429723193918593,-0.005200155620439224,0.001928215847553003,0.0018716375197730462,-0.0008678509845162776,-2.0736801426718627e-115,3.9867784269989076e-05,-1.5057366454106902e-302,-0.0006406615750584557,-0.0008877062016264501
41,0.000661863486521646,-0.005489856657759281,0.0021265740030465066,0.001904464135425326,-0.0008045157409521203,-2.4698354118646597e-108,9.82217491886186e-05,-1.7933921491803485e-295,-0.0006570877452092532,-0.0009274905861957327
42,0.0008907950124298178,-0.0057615070703484796,0.0023174889930956165,0.0019313831975822403,-0.0007242791226819177,-1.8993795839284524e-101,0.0003848845473669809,-1.3791738582127671e-288,-0.0006714489584602069,-0.0009642733427506387
43,0.0011158414532751206,-0.006014363036956987,0.0025004164561219975,0.0019523379722659693,-0.0006422790729553272,-6.893054568430351e-95,0.0008583676541422352,-5.005171554152145e-282,-0.0006837104689333632,-0.0009979560518876877
44,0.0013363402335803804,-0.006247739622570457,0.0026748377426939023,0.001967289873818392,-0.0005587701235230954,7.781881243884491e-88,0.0013381487351108916,5.650564673909474e-275,-0.000693843964183216,-0.0010284499342560552
45,0.0015516444947591395,-0.006461012734662093,0.0028402614324927714,0.001976218547102492,-0.000474010596628625,1.8108604145584217e-80,0.0018113701223540113,1.3148984888363905e-267,-0.0007018276364504396,-0.0010556761003311552
46,0.0017611250200500232,-0.00665362089389691,0.0029962247677452055,0.0019791218944965527,-0.0003882618141095474,1.9873107607777444e-73,0.002276628778581844,1.443022275592171e-260,-0.0007076630930366144,-0.0010795657700804946
47,0.0019641721045294495,-0.00682506681385546,0.003142294998744111,0.001976016047581223,-0.0003017873011543495,1.4116950869844832e-66,0.0027325499827179226,1.0250573272526914e-253,-0.0007113319537008593,-0.0011000604618455136
48,0.002160197364513235,-0.006974918784938754,0.0032780706373546206,0.001966935283593158,-0.00021485198400518523,3.646407319766858e-60,0.003177791439195934,2.6477222848880448e-247,-0.0007128248032454523,-0.001117112149859179
49,0.002348635480826265,-0.00710281185817614,0.0034031826146614444,0.0019519318285620318,-0.000127721384042567,-8.211497277574881e-53,0.0036110472858644845,-5.962516643789674e-240,-0.0007121461282408273,-0.0011306833899088378
