,H
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,-5e-324
6,0.0
7,0.0
8,0.0
9,5e-324
10,5e-324
11,0.0
12,0.0
13,0.0
14,-5e-324
15,-5e-324
16,0.0
17,0.0
18,0.0
19,5e-324
20,5e-324
21,0.0
22,0.0
23,0.0
24,-5e-324
25,0.0
26,0.0
27,0.0
28,0.0
29,5e-324
30,0.0
31,0.0
32,0.0
33,0.0
34,-5e-324
35,0.0
36,0.0
37,0.0
38,5e-324
39,5e-324
40,0.0
41,0.0
42,0.0
43,-5e-324
44,-5e-324
45,0.0
46,0.0
47,0.0
48,5e-324
49,5e-324
50,0.0
51,0.0
52,0.0
53,-5e-324
54,0.0
55,0.0
56,0.0
57,0.0
58,5e-324
59,0.0
60,0.0
61,0.0
62,0.0
63,-5e-324
64,0.0
65,0.0
66,0.0
67,5e-324
68,5e-324
69,0.0
70,0.0
71,0.0
72,-5e-324
73,-5e-324
74,0.0
75,0.0
76,0.0
77,5e-324
78,0.0
79,0.0
80,0.0
81,0.0
82,-5e-324
83,0.0
84,0.0
85,0.0
86,0.0
87,5e-324
88,0.0
89,0.0
90,0.0
91,0.0
92,-5e-324
93,0.0
94,0.0
95,0.0
96,5e-324
97,5e-324
98,-1.24451e-318
99,-1.4545535201063e-311
100,-1.0996752548349796e-304
101,-3.7541046532048815e-298
102,4.900004245314038e-291
103,1.0822453838065064e-283
104,1.1673881953559783e-276
105,8.138910002352136e-270
106,1.8878545761490852e-263
107,-5.0791627615380556e-256
108,-9.251425960896973e-249
109,-9.261424035767801e-242
110,-5.895677575384239e-235
111,-5.558519304527905e-229
112,4.95303238989995e-221
113,7.790839379445843e-214
114,7.260750310720891e-207
115,4.1553178854036285e-200
116,-3.6558227045843046e-194
117,-4.632739401311816e-186
118,-6.47294549465284e-179
119,-5.621228897368126e-172
120,-2.822017106354943e-165
121,9.685979290426237e-159
122,4.2014493503589446e-151
123,5.311296817282175e-144
124,4.292738090560324e-137
125,1.8148104443503326e-130
126,-1.3249545928903235e-123
127,-3.719218016202396e-116
128,-4.306767015825496e-109
129,-3.228002540130042e-102
130,-1.066154833190895e-95
131,1.4977505390041808e-88
132,3.22769099065442e-81
133,3.452081792168527e-74
134,2.383924606554326e-67
135,5.203533484457264e-61
136,-1.5398335631094104e-53
137,-2.7543033145449607e-46
138,-2.7351412013706087e-39
139,-1.7222118784208567e-32
140,-1.3196715022764672e-26
141,1.4935470799031248e-18
142,2.3158410285309134e-11
143,0.0002872701840731152
144,0.002491591746401215
145,0.004674404777045924
146,0.00683279619817625
147,0.008960705898523576
148,0.011052169941106414
149,0.01310133764733394
150,0.015102488389806839
151,0.017050048044323068
152,0.01893860505207449
153,0.0207629266285564
154,0.02262907392675334
155,0.02453935898158105
156,0.026368760644528845
157,0.028112253952612055
158,0.02976507081738
159,0.031322714424991176
160,0.03278097239110551
161,0.034135929107124735
162,0.035383977238271795
163,0.036521828336473154
164,0.03754652253350265
165,0.03845543728228915
166,0.03924629511705027
167,0.03991717040545576
168,0.04046649506920885
169,0.040893063252334994
170,0.041196034919463366
171,0.041374938369574205
172,0.041429671653643
173,0.041360502888258904
174,0.04116806946040395
175,0.04085337612193227
176,0.04041779197564539
177,0.0398630463580848
178,0.03919122362792852
179,0.03840475687201621
180,0.0375064205444727
181,0.03649932205766494
182,0.03538689234701404
183,0.03417287543665943
184,0.032948743840976846
185,0.03426777916479509
186,0.035540906736740124
187,0.03669867221377795
188,0.03773810640473104
189,0.03642658348626977
190,0.03426026024942612
191,0.03199994290306044
192,0.02965292688776254
193,0.027226761399725807
194,0.024729225909567464
195,0.022168306018347194
196,0.01955216863509468
197,0.016889136551475344
198,0.014187662491400398
199,0.011456302715395527
200,0.00870369026135329
201,0.00593850790482798
202,0.0031694609234059427
203,0.00040524975064089433
204,-0.002345457394194667
205,-0.005074051813793736
206,-0.007772011490910944
207,-0.010430928009977818
208,-0.013042533155677834
209,-0.015598725102568815
210,-0.018091594110698443
211,-0.020513447643293138
212,-0.022856834824237515
213,-0.025114570154703995
214,-0.027279756410376808
215,-0.029345806642821368
216,-0.031306154297171186
217,-0.03494919179967417
218,-0.039117298500254034
219,-0.04313660063264202
220,-0.0469946810672278
221,-0.05067966980920879
222,-0.05418028219786955
223,-0.05748585530715054
224,-0.0605863823638255
225,-0.06347254506435067
226,-0.06613574367844181
227,-0.06856812483409426
228,-0.07076260688587063
229,-0.07271290277594888
230,-0.07441354030482447
231,-0.07585987973766434
232,-0.07704812868042216
233,-0.07797535416870782
234,-0.07863949192140204
235,-0.07903935271993877
236,-0.07917462588451217
237,-0.0790458798275004
238,-0.07865455967433933
239,-0.07800298195165853
240,-0.07709432632628739
241,-0.07562094112474603
242,-0.07220539050505147
243,-0.06856691196017671
244,-0.06471787606213265
245,-0.06067205201947457
246,-0.05644384093488779
247,-0.052048226756177145
248,-0.047500725201939174
249,-0.04281733083052564
250,-0.038014462428340265
251,-0.033108906899936105
252,-0.028117761848131646
253,-0.02305837703774845
254,-0.017948294941107782
255,-0.012805190567700485
256,-0.007646810783579548
257,-0.0024909133286210904
258,0.0026447942582927923
259,0.0077427155948256495
260,0.012785426079737797
261,0.017755732975039212
262,0.02263673473538679
263,0.027411879376134343
264,0.03206502167374216
265,0.036580478995906746
266,0.04094308556258029
267,0.0451382449438848
268,0.04915198060617762
269,0.0529709843235893
270,0.05658266227966054
271,0.05997517869084279
272,0.06313749679196026
273,0.0660594170320593
274,0.06873161233866559
275,0.07114566031870447
276,0.0732940722743704
277,0.07517031892341527
278,0.0767688527240652
279,0.07808512671726449
280,0.07911560981111652
281,0.07985779844462279
282,0.08031022458085639
283,0.08047245999205407
284,0.08034511681340199
285,0.07992984435532073
286,0.07922932217750685
287,0.07824724944165631
288,0.07698833057282357
289,0.07545825727403027
290,0.07366368695156073
291,0.07161221762183544
292,0.06931235937962925
293,0.0668531774091092
294,0.06540321506300922
295,0.06373057520915504
296,0.0618345813946459
297,0.05972310060848019
298,0.057404768087796855
299,0.05488895481053905
300,0.05218573226375592
301,0.04930583461203733
302,0.04626061840065248
303,0.043062019937968064
304,0.0397225105110065
305,0.03625504959633424
306,0.032673036236689705
307,0.02899025876097399
308,0.025220843032446476
309,0.02137919941602901
310,0.017479968660982552
311,0.013537966900051601
312,0.009568129970130863
313,0.005585457262979224
314,0.0016049553168534776
315,-0.0023584186383804238
316,-0.006289812969190148
317,-0.010174537545689786
318,-0.013998119055483923
319,-0.017746355512741643
320,-0.021405369753596047
321,-0.02496166171207997
322,-0.02840215927461358
323,-0.03171426751621904
324,-0.0348859161269879
325,-0.037905604843773893
326,-0.040762423697598825
327,-0.044865350411819986
328,-0.049935291999921395
329,-0.05547487080573469
330,-0.06212447459769175
331,-0.06849528791186586
332,-0.07456390585835003
333,-0.08030819803144765
