H,Time
-2.6406745932345975e-109,0.0
1.1945284541434653e-89,6.103515625e-05
2.8120377615886073e-89,0.0001220703125
5.685350624557099e-89,0.00018310546875
3.019377620082268e-89,0.000244140625
2.1136210660803727e-88,0.00030517578125
-3.8481906254583186e-88,0.0003662109375
1.9189832545075582e-87,0.00042724609375
-6.60188703888125e-87,0.00048828125
2.527332125338934e-86,0.00054931640625
-9.361060464673903e-86,0.0006103515625
3.5014801151097496e-85,0.00067138671875
-1.305970596353325e-84,0.000732421875
4.874863196707875e-84,0.00079345703125
-1.819178700325877e-83,0.0008544921875
6.789273324074416e-83,0.00091552734375
-2.5338586878502195e-82,0.0009765625
9.456811316680461e-82,0.00103759765625
-3.5293076686644463e-81,0.0010986328125
1.3171193678290389e-80,0.00115966796875
-4.915518291789275e-80,0.001220703125
1.8345642587566026e-79,0.00128173828125
-6.846866927520478e-79,0.0013427734375
2.5552570448046255e-78,0.00140380859375
-9.536082129741641e-78,0.00146484375
3.55891370233921e-77,0.00152587890625
-1.3282592533679121e-76,0.0015869140625
4.957225758689391e-76,0.00164794921875
-1.8500326706289208e-75,0.001708984375
6.904230544495994e-75,0.00177001953125
-2.576714436132119e-74,0.0018310546875
9.616839443831415e-74,0.00189208984375
-3.589096199564799e-73,0.001953125
1.3394423426662402e-72,0.00201416015625
-4.99874710081615e-72,0.0020751953125
1.8655883117798916e-71,0.00213623046875
-6.962758341773244e-71,0.002197265625
2.598550412696915e-70,0.00225830078125
-9.697695721395158e-70,0.0023193359375
3.619158765035353e-69,0.00238037109375
-1.350721470834122e-68,0.00244140625
5.0411510270305954e-68,0.00250244140625
-1.881381450737007e-67,0.0025634765625
7.021228406729233e-67,0.00262451171875
-2.6203221898435434e-66,0.002685546875
9.779485798755367e-66,0.00274658203125
-3.6498712702887563e-65,0.0028076171875
1.3621415909149312e-64,0.00286865234375
-5.083441152256326e-64,0.0029296875
1.897153024085875e-63,0.00299072265625
-7.080537581839325e-63,0.0030517578125
2.642560105219629e-62,0.00311279296875
-9.862053831436408e-62,0.003173828125
3.680465910946549e-61,0.00323486328125
-1.373569618424068e-60,0.0032958984375
5.126444036699217e-60,0.00335693359375
-1.9132500695045584e-59,0.00341796875
7.140230822642141e-59,0.00347900390625
-2.6646996421512608e-58,0.0035400390625
9.944883309304332e-58,0.00360107421875
-3.7116394323744865e-57,0.003662109375
1.3852182341278599e-56,0.00372314453125
-5.169600278175627e-56,0.0037841796875
1.9292757776248373e-55,0.00384521484375
-7.200279890311908e-55,0.00390625
2.687291472701238e-54,0.00396728515625
-1.0029154255905796e-53,0.0040283203125
3.742842838393616e-53,0.00408935546875
-1.396821619475417e-52,0.004150390625
5.213141432956457e-52,0.00421142578125
-1.9456431955331908e-51,0.0042724609375
7.261228233805078e-51,0.00433349609375
-2.7098562358582356e-50,0.00439453125
1.0113190204246678e-49,0.00445556640625
-3.77441661849377e-49,0.0045166015625
1.4086758875861188e-48,0.00457763671875
-5.257212743222038e-48,0.004638671875
1.9619641962595365e-47,0.00469970703125
-7.322106033320858e-47,0.0047607421875
2.7327514530240996e-46,0.00482177734375
-1.0199020271379947e-45,0.0048828125
3.80628006273221e-45,0.00494384765625
-1.4204835925023072e-44,0.0050048828125
5.301325897837317e-44,0.00506591796875
-1.9785643750904648e-43,0.005126953125
7.384232664377776e-43,0.00518798828125
-2.7557873488146695e-42,0.0052490234375
1.0284468416027319e-41,0.00531005859375
-3.838253899817653e-41,0.00537109375
1.4325170048515364e-40,0.00543212890625
-5.346282393996887e-40,0.0054931640625
1.9952186779358137e-39,0.00555419921875
-7.446086272189738e-39,0.005615234375
2.7789680184142725e-38,0.00567626953125
-1.0371673024052723e-37,0.0057373046875
3.870776265937968e-37,0.00579833984375
-1.4445588122907766e-36,0.005859375
5.391068702277165e-36,0.00592041015625
-2.0120270333629548e-35,0.0059814453125
7.509262414988685e-35,0.00604248046875
-2.802488963863006e-34,0.006103515625
1.0458755261472798e-33,0.00616455078125
-3.9032130817587606e-33,0.0062255859375
1.4567473861598972e-32,0.00628662109375
-5.436823131656396e-32,0.00634765625
2.0290345568095994e-31,0.00640869140625
-7.572250205969886e-31,0.0064697265625
2.8259877145458008e-30,0.00653076171875
-1.0547138007315394e-29,0.006591796875
3.9363402091365e-29,0.00665283203125
-1.469043665794594e-28,0.0067138671875
5.482394030572981e-28,0.00677490234375
-2.0460626837695112e-27,0.0068359375
7.636330909722022e-27,0.00689697265625
-2.8499654643348866e-26,0.0069580078125
1.0636034718419461e-25,0.00701904296875
-3.969319309248835e-25,0.007080078125
1.481386257779956e-24,0.00714111328125
-5.528844557127393e-24,0.0072021484375
2.0634130869283436e-23,0.00726318359375
-7.700601216038274e-23,0.00732421875
2.8738388926398266e-22,0.00738525390625
-1.072551904689393e-21,0.0074462890625
4.002980247834238e-21,0.00750732421875
-1.493937463535975e-20,0.007568359375
5.575315639460102e-20,0.00762939453125
-2.0806996114345092e-19,0.0076904296875
7.765487262141331e-19,0.00775146484375
-2.898224011730901e-18,0.0078125
1.0816290043404309e-17,0.00787353515625
-4.036587266824093e-17,0.0079345703125
1.5064577194686157e-16,0.00799560546875
-5.622367792391172e-16,0.008056640625
2.0983596009364096e-15,0.00811767578125
-7.831120837081278e-15,0.0081787109375
2.922533049530484e-14,0.00823974609375
-1.0906995309365055e-13,0.00830078125
4.070705771724706e-13,0.00836181640625
-1.5192434942961168e-12,0.0084228515625
5.6698198464993935e-12,0.00848388671875
-2.1159474077571933e-11,0.008544921875
7.896851432561047e-11,0.00860595703125
-2.9472697087030006e-10,0.0086669921875
1.099953712824412e-09,0.00872802734375
-4.1050115254844625e-09,0.0087890625
1.5319719878834787e-08,0.00885009765625
-5.717465107517671e-08,0.0089111328125
2.133877864934385e-07,0.00897216796875
-7.963813006008089e-07,0.009033203125
2.9720722052724386e-06,0.00909423828125
-1.109168163785836e-05,0.0091552734375
8.98922616177793e-05,0.00921630859375
0.0014539724269547027,0.00927734375
0.004227893656704474,0.00933837890625
0.007217485826776373,0.0093994140625
0.010124883926471416,0.00946044921875
0.01298614408067055,0.009521484375
0.015777820810372892,0.00958251953125
0.01849273442738603,0.0096435546875
0.021119722178256754,0.00970458984375
0.02364911575624311,0.009765625
0.026071323993095155,0.00982666015625
0.028377261376701032,0.0098876953125
0.030558280142703537,0.00994873046875
0.032606233341154846,0.010009765625
0.034513500571233105,0.01007080078125
0.036273021294047726,0.0101318359375
0.03787832350954579,0.01019287109375
0.03932355089909297,0.01025390625
0.04060348744120955,0.01031494140625
0.04171357961526279,0.0103759765625
0.0426499560224811,0.01043701171875
0.04340944434162905,0.010498046875
0.043989585526317675,0.01055908203125
0.04438864516681068,0.0106201171875
0.044605621948705744,0.01068115234375
0.044640253152693515,0.0107421875
0.04449301715096131,0.01080322265625
0.0441651328687486,0.0108642578125
0.043658556191488826,0.01092529296875
0.04297597331078576,0.010986328125
0.04212079101513919,0.01104736328125
0.04109712394424326,0.0111083984375
0.039909778839311294,0.01116943359375
0.038564235834470044,0.01123046875
0.03706662684748929,0.01129150390625
0.035423711140826875,0.0113525390625
0.03364284813673409,0.01141357421875
0.03173196758389249,0.011474609375
0.02969953718171334,0.01153564453125
0.027554527792880496,0.0115966796875
0.02530637634013505,0.01165771484375
0.022964946666083022,0.01171875
0.02054048800625535,0.01177978515625
0.01804359312102611,0.0118408203125
0.015485149238982462,0.01190185546875
0.012876308198307092,0.011962890625
0.010228378180824116,0.01202392578125
0.007553002218021316,0.0120849609375
0.004861261557165725,0.01214599609375
0.0021667875937887693,0.01220703125
-0.0005260895770368028,0.01226806640625
-0.0031783497237825135,0.0123291015625
-0.005923699948334262,0.01239013671875
-0.009623198174048218,0.012451171875
-0.013522136045901701,0.01251220703125
-0.017292600904655234,0.0125732421875
-0.020975365331885782,0.01263427734375
-0.024539315347500004,0.0126953125
-0.027973250900524393,0.01275634765625
-0.03126137562711894,0.0128173828125
-0.03438994885940183,0.01287841796875
-0.0373455843848781,0.012939453125
-0.04011578370881925,0.01300048828125
-0.04268886645135645,0.0130615234375
-0.04505405779459808,0.01312255859375
-0.04720152901988536,0.01318359375
-0.049122445464259396,0.01324462890625
-0.05080900703771133,0.0133056640625
-0.05225448500432961,0.01336669921875
-0.053453253780426556,0.013427734375
-0.05440081785519694,0.01348876953125
-0.05509383360432846,0.0135498046875
-0.05553012588464816,0.01361083984375
-0.05570869929588594,0.013671875
-0.05562974402577534,0.01373291015625
-0.05529463621875073,0.0137939453125
-0.05470593283394483,0.01385498046875
-0.05386736098365599,0.013916015625
-0.05278380176969229,0.01397705078125
-0.051461268660567716,0.0140380859375
-0.049906880480115524,0.01409912109375
-0.0481288291036713,0.01416015625
-0.04613634198416684,0.01422119140625
-0.043939639656172105,0.0142822265625
-0.04154988839095112,0.01434326171875
-0.03897914820132878,0.014404296875
-0.036240316418504975,0.01446533203125
-0.03334706708638162,0.0145263671875
