,H
0,-3.9599541870851333e-207
1,-4.9484535309877866e-186
2,-7.267938901434067e-179
3,-6.512977946444696e-172
4,-3.479039084411008e-165
5,7.58945142117269e-159
6,4.5451631621158446e-151
7,5.996193583845704e-144
8,5.004969499351594e-137
9,2.298966751477529e-130
10,-1.231409957367106e-123
11,-4.0643503781033035e-116
12,-4.887541667339344e-109
13,-3.790483701009595e-102
14,-1.4152065055464173e-95
15,1.4866413770107645e-88
16,3.5568863998635083e-81
17,3.9377206329550425e-74
18,2.82299260838628e-67
19,7.650254179089362e-61
20,-1.584034483693467e-53
21,-3.057121067967821e-46
22,-3.136097984795656e-39
23,-2.060714367360224e-32
24,-2.9700461775953764e-26
25,1.5720659449225487e-18
26,2.5868604946137824e-11
27,5.390771462283194e-05
28,0.00023651519225997928
29,0.0004174663732162373
30,0.0005962568415901312
31,0.0007723696931750814
32,0.0009452969358226083
33,0.001114540982503254
34,0.0012796161152708813
35,0.0014400499157001011
36,0.0015953846574450897
37,0.001745178656656394
38,0.0018890075761155947
39,0.0020264656790605286
40,0.002157167028812519
41,0.0022807466304572
42,0.002396861510988921
43,0.002505191734515038
44,0.0026054413492865368
45,0.0026973392635219196
46,0.002780640047181527
47,0.0028551246570727097
48,0.002920601082898117
49,0.0029769049120789114
50,0.003023899811432212
51,0.003061477924009994
52,0.003089560179681367
53,0.003108096518297662
54,0.0031170660245361786
55,0.003116476973793118
56,0.003106366788748192
57,0.003086801906527561
58,0.0030578775566557134
59,0.0030197174502627163
60,0.002972473381292098
61,0.0029163247407161647
62,0.0028514779450703395
63,0.00277816578087208
64,0.0026966466667624686
65,0.0026072038354691958
66,0.002510144437943327
67,0.002405798572297887
68,0.0022945182404048234
69,0.002176676235251606
70,0.002052664962381304
71,0.0019228951989644935
72,0.0017877947942730834
73,0.0016478073155131313
74,0.0015033906431673213
75,0.0013550155201664553
76,0.0012031640593810453
77,0.0010483282140748488
78,0.0008910082160914269
79,0.0007317109866684629
80,0.0005709485248770591
81,0.00040923627878032136
82,0.00024709150447637686
83,8.503161824763183e-05
84,-7.642745292031541e-05
85,-0.00023677291715936059
86,-0.0003954967545817177
87,-0.0005520973398987312
88,-0.0007060810455361795
89,-0.0008569638200309753
90,-0.0010042727365482552
91,-0.0011475475064467713
92,-0.001286341952911605
93,-0.0014202254400733898
94,-0.001554026611098324
95,-0.0022370801498883177
96,-0.0029404479492935536
97,-0.0036304307140591218
98,-0.0043048363929084526
99,-0.004961529048069754
100,-0.005598435776504835
101,-0.006212919011389196
102,-0.007492116161182816
103,-0.00880633530206857
104,-0.010084434600858599
105,-0.011322355835047484
106,-0.012516422684056134
107,-0.015023648740423647
108,-0.01774262754201444
109,-0.020399628455414147
110,-0.0238998868776004
111,-0.027348046203604228
112,-0.030686312244395275
113,-0.03390402059116397
114,-0.036990935541131684
115,-0.03993728380953651
116,-0.04273378670484233
117,-0.04537169065768959
118,-0.04784279599773873
119,-0.05013948387781935
120,-0.05225474125125497
121,-0.05418246556661432
122,-0.054453171541496544
123,-0.05426122939788606
124,-0.05292887125594486
125,-0.048616561570410464
126,-0.044152142497042274
127,-0.03956235390367796
128,-0.03486331919466403
129,-0.03007149122569397
130,-0.025203595771740077
131,-0.02027657404511089
132,-0.015307524459976206
133,-0.010313643842429651
134,-0.005312168287869153
135,-0.0003203138692434128
136,0.004644782599179464
137,0.009566122537439216
138,0.014426904109950563
139,0.01921058006611647
140,0.023900914709372875
141,0.02848203979492854
142,0.03293850989532609
143,0.03727150550819505
144,0.04146003208003632
145,0.04548032927355357
146,0.04931906588041191
147,0.05296358188020286
148,0.056401931910354745
149,0.05962292621695392
150,0.06261616895219196
151,0.06537209367921726
152,0.06788199595446838
153,0.07013806286737559
154,0.07213339942853604
155,0.07386205170781453
156,0.0753190266353864
157,0.07650030838998023
158,0.0774028726183032
159,0.07722513173509543
160,0.07559144442369971
161,0.07369707690594786
162,0.0715499173045026
163,0.0691587249105452
164,0.06653310790414754
165,0.0636834876607731
166,0.06062106013265707
167,0.05735775444007525
168,0.0539061888187356
169,0.050279624079281895
170,0.04649191474424715
171,0.04255745803680478
172,0.038491140903683156
173,0.034308285262882016
174,0.030024591673474495
175,0.025656081631117645
176,0.021219038698470246
177,0.016729948684527905
178,0.012205439091209521
179,0.007662218048564999
180,0.003117012962494208
181,-0.0014134908994857217
182,-0.005912711657947374
183,-0.010364231680364471
184,-0.014751857823525444
185,-0.019059680835788344
186,-0.02327213369781683
187,-0.027374048683793496
188,-0.03135071292956031
189,-0.035187922298987755
190,-0.03887203334585043
191,-0.042390013174720076
192,-0.045729487047753925
193,-0.04935616980594382
194,-0.0552723398702676
195,-0.06094672570020879
196,-0.06635953996936078
197,-0.07149163493464286
198,-0.07632497564344135
199,-0.08084270592594264
200,-0.08502920992127776
201,-0.08887016889893036
202,-0.0923526131556309
203,-0.09546496878554375
204,-0.09819709914068145
205,-0.10054034081821331
206,-0.10248753403119579
207,-0.10403304724189921
208,-0.10517279595763268
209,-0.10590425561144022
210,-0.10622646847215585
211,-0.10614004455100035
212,-0.10564715649617121
213,-0.10475152848901297
214,-0.10345841917567965
215,-0.10185329487157235
216,-0.10129496955397907
217,-0.10044088019168235
218,-0.09926242371771123
219,-0.09770666604007176
220,-0.09578134612491854
221,-0.09349561071601149
222,-0.09085997619118294
223,-0.08788628515196693
224,-0.084587657865531
225,-0.0809784387436655
226,-0.07707413806472228
227,-0.072891369163048
