,H
0,2.36823888145997e-153
1,4.850350975752635e-132
2,7.123852799976073e-125
3,6.383858864141552e-118
4,3.4100675114115244e-111
5,-7.438991368835259e-105
6,-4.4550557947576345e-97
7,-5.877319695551559e-90
8,-4.905746521163217e-83
9,-2.2533899846525108e-76
10,1.2069973883479515e-69
11,3.9837750721054454e-62
12,4.7906466831997375e-55
13,3.715337772219678e-48
14,1.3871501898680873e-41
15,-1.4571688727432476e-34
16,-3.486371512264854e-27
17,-3.8596557479366334e-20
18,-2.7670270857084895e-13
19,-7.645924949845139e-06
20,-0.00030788074495368084
21,-0.0006152659859404873
22,-0.0009197347130520233
23,-0.0012205651118150603
24,-0.0015170443839017944
25,-0.0018084704852729756
26,-0.002094153845084507
27,-0.0023734190608062423
28,-0.0026456065652264186
29,-0.002910074261048384
30,-0.0031661991188320832
31,-0.0034133787340924026
32,-0.0036510328394219584
33,-0.0038786047676088323
34,-0.0040955628618006374
35,-0.004301401828871869
36,-0.0044956440322619536
37,-0.004677840720665192
38,-0.004847573189115786
39,-0.005004453869138676
40,-0.005148127344799693
41,-0.005278271291642531
42,-0.0053945973356745135
43,-0.005496851829769912
44,-0.005584816545031776
45,-0.005658309274864684
46,-0.005717184349699953
47,-0.005761333060545583
48,-0.0057906839897679425
49,-0.00580520324772411
50,-0.005804894614110271
51,-0.005789799583106892
52,-0.005759997311675711
53,-0.005715604470609871
54,-0.005656774998180898
55,-0.005583699756489769
56,-0.005496606090862344
57,-0.005395757292926127
58,-0.005281451968249227
59,-0.005154023309680617
60,-0.005013838277792319
61,-0.004861296690064655
62,-0.004696830220747843
63,-0.004520901313564145
64,-0.004334002009669116
65,-0.004136652693531663
66,-0.0039294007588953316
67,-0.0036955917625096906
68,-0.0027222675100157185
69,-0.0017212331476298955
70,-0.0007205692475505287
71,0.0002770737338203859
72,0.0012391116754778219
73,0.0009952594219675198
74,0.0007104319785128569
75,0.00042511214583899984
76,0.0004982226198330913
77,0.0011334400449487694
78,0.001686370334949088
79,0.0020135057061997385
80,0.0023335952387496003
81,0.0026457680062880753
82,0.0029492015603103223
83,0.0032430979686934674
84,0.0035266860195447823
85,0.0037992233583879673
86,0.004060012976252051
87,0.004640623593578967
88,0.005429591198462865
89,0.006861320346385346
90,0.008012386465544072
91,0.009135514736414331
92,0.010227684772867411
93,0.011285964954071647
94,0.01230752083609038
95,0.013289623150132684
96,0.014229651300617025
97,0.015560814947202777
98,0.017156147694194438
99,0.018695206873237072
100,0.020173842844031755
101,0.021588079208932322
102,0.023107240550429665
103,0.024676750606134716
104,0.02616826554560964
105,0.027577797334524708
106,0.028901595564296795
107,0.030136158470108657
108,0.031278243150215206
109,0.032324875067833075
110,0.033273356804731855
111,0.034121276037610275
112,0.03486651270840272
113,0.03557632969935035
114,0.03761033064582209
115,0.039544590585984224
116,0.04135403782813062
117,0.04303381641619457
118,0.04457945401530816
119,0.04598687524461
120,0.04725241387855563
121,0.04837282387425792
122,0.049345289186847045
123,0.05016743233814589
124,0.050837321707375566
125,0.05135347751664173
126,0.051714876487420534
127,0.051920955148250195
128,0.05197161177760088
129,0.05186720697000801
130,0.05160856281791723
131,0.051196960705583584
132,0.05063413771571756
133,0.049922281653547014
134,0.04906402469748072
135,0.04806243568989369
136,0.04692101108562784
137,0.04564368259634335
138,0.04466247891583773
139,0.04381221101646239
140,0.0428331491145318
141,0.04172870626250115
142,0.04050267229252159
143,0.03915920277832475
144,0.03770280644459159
145,0.03613833145874285
146,0.03447095064306814
147,0.03270614564871542
148,0.030849690136446627
149,0.028907632012770863
150,0.026886274773109176
151,0.024792158006819536
152,0.022632037121913154
153,0.020413494239090783
154,0.019181024723581252
155,0.02023415970963463
156,0.02165779595260236
157,0.023005805750311074
158,0.024274217913414175
159,0.02545931822638688
160,0.02655766122654417
161,0.027566081169575284
162,0.02848170212797058
163,0.029301947186625838
164,0.030024546702670876
165,0.030647545599299074
166,0.031169309666413205
167,0.031588530843749976
168,0.03190423146560017
169,0.03211576744943812
170,0.0322228304140634
171,0.03222544871632832
172,0.03212398739878801
173,0.03191914704449831
174,0.03161196153858032
175,0.031203794739778187
176,0.030696336068842756
177,0.030091595024049272
178,0.029391894638101372
179,0.02859986389403523
180,0.027718429121356702
181,0.026750804397080316
182,0.025700480979772018
183,0.02457121604579719
184,0.023102472070907914
185,0.0211969559093948
186,0.019231658322650235
187,0.01721330858515932
188,0.015148802371717217
189,0.013045175939800986
190,0.010909582643605418
191,0.008749269014777001
192,0.0065715504890569935
193,0.004383786859633734
194,0.0021933575393260217
195,7.63671480725917e-06
196,-0.0021660315230851743
197,-0.004320357988381644
198,-0.006448132804131752
199,-0.008890350151428434
200,-0.014160882698388616
201,-0.019804879842914014
202,-0.02534999923496836
203,-0.030777702089395433
204,-0.03606988781759714
205,-0.04120895592461172
206,-0.04617786632164028
207,-0.05096019779911265
208,-0.05554020445133297
209,-0.05990286984996746
210,-0.06403395877028754
211,-0.06792006628152995
212,-0.07154866402169291
213,-0.07490814348561974
214,-0.07798785616513908
215,-0.08077815038987823
216,-0.0832704047285141
217,-0.08545705782219373
218,-0.0873316345333646
219,-0.08888876830609471
220,-0.09012421964623811
221,-0.09103489064390559
222,-0.09161883547454579
223,-0.09187526682862728
224,-0.09180455823455243
225,-0.09140824225320428
226,-0.09068900453837572
227,-0.0896506737718247
228,-0.08829820749647778
229,-0.08663767388637574
230,-0.08467622950618611
231,-0.08242209312910254
232,-0.07988451569591908
233,-0.07707374651258714
234,-0.0740009957976463
235,-0.07067839371445167
236,-0.06691490356890531
237,-0.06032639685578411
238,-0.0535511150526803
239,-0.04661979857735639
240,-0.03955830017645221
241,-0.03239288780635199
242,-0.025150148373501442
243,-0.017856890194987735
244,-0.010540044535284171
245,-0.003226566580561072
246,0.004056663784391924
247,0.011282941029314219
248,0.01842583249338868
249,0.02545927599373953
250,0.032357676161186406
251,0.03909599914022525
252,0.045649865294649594
253,0.051995639566274794
254,0.05811051914093674
255,0.06397261808525118
256,0.06956104862747847
257,0.07485599876703679
258,0.07983880590986595
259,0.08449202623985105
260,0.08879948815548389
261,0.09283224317591804
262,0.09652023551431692
263,0.09982084344918045
264,0.1027231652802559
265,0.10521783872775144
266,0.10729707545076739
267,0.11025728477804911
268,0.11631948668501567
269,0.12190014617608334
270,0.1269805209002495
271,0.13154322476337615
272,0.13557290472943898
273,0.1387574256757418
274,0.14024536048105263
275,0.14410321099920625
276,0.14844700581442927
277,0.15218913240574142
278,0.1553176223503786
279,0.15782292360215305
280,0.1596979353755923
281,0.16093803355386946
282,0.16154108644823345
283,0.16195674910091953
284,0.16477010656022323
285,0.1669136142602552
286,0.1683869669327678
287,0.1691872447836151
288,0.1693141913750082
289,0.16877021193554065
290,0.16756036110440564
291,0.16569232013527158
292,0.16317636362694035
293,0.16002531588946403
294,0.15625449707142158
295,0.15130571003290705
296,0.14298104572569742
297,0.13413225109937793
298,0.12479780579112891
299,0.11236679970426627
300,0.0964693115493379
301,0.07881374391110411
302,0.0609458232389668
303,0.04383846716143569
304,0.03327915956822834
305,0.01934354719914498
306,0.004088757428890232
307,-0.01182854163248944
308,-0.02936898081586321
309,-0.04667850232133911
310,-0.06369197203562552
311,-0.08034099532788454
312,-0.09655886723158265
313,-0.11228084468620264
314,-0.12744440902463738
315,-0.13967007694483977
316,-0.1469123881804262
317,-0.1517460579248889
318,-0.15592065729117532
319,-0.15942182158752388
320,-0.1622380297272966
321,-0.1643872408340128
322,-0.17059230725473956
323,-0.1770326905311429
324,-0.18300229314015756
325,-0.18839163457381483
326,-0.19295620972565353
327,-0.1966805797709444
328,-0.1995528883018608
329,-0.20156490657463066
330,-0.2027120632659241
331,-0.20299345873102587
332,-0.20241186367579916
333,-0.20097370219991825
334,-0.19905480312540283
335,-0.19734867834377356
336,-0.19481034518101928
337,-0.19145461369283084
338,-0.18674198145521143
339,-0.1808406010956435
340,-0.17419876260113754
341,-0.16684844418230105
342,-0.15882457509807546
343,-0.15016488068607495
344,-0.1409097151895426
345,-0.13110188318392765
346,-0.12078645036029007
347,-0.11001054447422418
348,-0.09882314731279829
349,-0.08727487857436181
350,-0.07541777649815071
351,-0.06086442821419563
352,-0.042207158830124505
353,-0.023480373242659093
354,-0.004289240179223086
355,0.0165785660902275
356,0.03924771365258508
357,0.06277072362633541
358,0.08586865141096735
359,0.10844139794431945
360,0.1304737137908834
361,0.1518593457243599
362,0.172435059560748
363,0.19211318372449177
364,0.21081032726652538
365,0.2284477444552265
366,0.24495167887711985
367,0.26025368511851565
368,0.27429092654996584
369,0.2870064478401127
370,0.29834942093171973
371,0.30827536333535493
372,0.31674632771615624
373,0.32373106187658907
374,0.3292051383704426
375,0.3331510531159969
376,0.33555829252331915
377,0.33642336878891943
378,0.3357498231569564
379,0.33354819709114925
380,0.3298359714474354
381,0.3246374738909492
382,0.3179837549430624
383,0.3099124331918816
384,0.3004675103408595
385,0.2896991569130224
386,0.2776634695698148
387,0.26442220113406
388,0.2500424645380853
389,0.23459641203974518
390,0.218160891171245
391,0.20081707899853699
392,0.18265009637245147
393,0.16374860395189866
394,0.14420438186753778
395,0.12411189497933076
396,0.1035678457527835
397,0.08267071684154505
398,0.06152021649108218
399,0.038263042156789086
400,0.013797160241530047
401,-0.01057541295504947
402,-0.034740107986249935
403,-0.05858373714077186
404,-0.08199502920353118
405,-0.10486515314043524
406,-0.12708822516523396
